Start,End,Text
1448.44,1483.68,"Yüce kitabımızda bile yüce yaradan sorar ya aklınızı kullanacaksınız der. Aklımızı kullanmamız lazım. Eleştirel bakmamız lazım, eğilimidir, doğru mudur? Bakmamız lazım olur, yanlışımız olur, hatamız olur, dönmek erdemdir. Döneriz hatadan yanlıştan. Dolayısıyla benim hüda par'a bir karşıtlığın yok ama hüda par'ın eleştiriyorum neden programını okuyorum? Ben bu programa katılmıyorum diyorum. Eğer bu programa katılıyorsa cumhur ittifakı desinler ki biz de bu programa katılıyoruz ama şimdi kaçak göçmenin alemi yok, milleti kandırmanın alemi yok doğruları evet ben bir söz verirsem sözümden dönmem evet bu da benim için bir erdemdir verdiysem bir söz."
1483.68,1518.92,"Sözümün arkasında dururum, takip ederim, yanlış varsa düzeltirim. Bana ulaştığı zaman düzeltirim, haksız yere işine son verilen varsa takipçisi olurum. Hiç endişe etmeyin. Adaleti getirmek için her birimizin tek tek uğraşması lazım. Bir kişinin değil hepimize bu görev düşüyor. Aslında insani bir görevdir. Bu ahlaki bir görevdir bu. Bu inancımızın da öngördüğü bir temel görevdir. Bu adalet kavramı, soylu bir kavram ve hepimiz adaleti savunmak zorundayız. Biraz uzun oldu galiba estağfurullah çok teşekkür ederim buyurun hanımefendi öncelikle başta Gazi Mustafa Kemal Atatürk ve bu vatan için hain terör örgütleriyle çarpışarak canını vermiş tüm şehitlerimize"
1518.92,1553.49,"Allahtan rahmet dileyerek başlamak istiyorum. Öncelikle hoş geldiniz siz sgk başkanıyken 10 aylıkken sigortalı yaptığınız torununuz ve ilköğretim okuluna giderken sigortalı yaptığınız oğlunuz şu an ayt kapsamına giriyor mu? Buradan şunu mu anlamak gerek, o gün elindeki imkanlarla bunu yapan daha çok imkanı olduğunda daha fazlasını yapmayacağının nasıl bilebiliriz sizin için? Hdp PKK terör örgütünün siyasi koludur ve chp mitinglerinde şanlı türk bayrağımızın yanında Selahattin Demirtaş, apo ve pkk bayraklarının dalgalanması hakkında ne düşünüyorsunuz? Teşekkür ederim."
1553.49,1588.73,"Yunus için teşekkürler, rica ederim. Güzel bir benim torunumu sigortalı yapma şansım zaten istesem de yok, istesem de yok. Annesi babası yapmışsa onu bana yüklemek haksızlık değil mi? Eğer öyle bir şey varsa ben mesela işveren değilim, işveren olsam sizde benim iş yerimde çalışsanız sigortalı yapmak zorundayım ama siz başka bir yerde gitseniz benim sizi sigortalı yapma şansım zaten istesen de yok. Eğer sigortalı yapılmışsa anneye babaya sormak lazım, hangi gerekçeyle siz bunu sigortalı yaptınız? Dolayısıyla orada beni suçlamak biraz haksızlık olmaz mı? Bunu kabul etmişsiniz ama e bir hata varsa hatayı niye inkar edeyim, biraz toparlayayım, hata yapılmıştır fakat hata yapan ben"
1588.73,1620.16,"Ben değilim, yani o roma hukuku oluyor. Ben kalkıp da sizin çocuğunuzu nasıl sigortalı yapacağım, sigortalı yapacaksa annesi babası var suçlanacak isa annesi babası suçlarsın. Benim orda bi sorunum yok ki. 2 HDPK nin siyasi kolu mudur? Ben bunu bilmem ki bu ülkenin savcısı var. Yargıtay Cumhuriyet Başsavcısı var, bu ülkenin milli istihbarat teşkilatı varsa öyle bir şey, bu ülkenin yasaları var, bir parti, bir terör örgütüyle yan yanaysa kapatılması lazım, öyle değil mi? E kapatıyorsa bunun kabahati bende mi? Kimde kabahati iktidar, kim bu iktidarı var? E bu iktidarın yapması lazım kandilin anahtarı kimde?"
1620.16,1652.89,"Kandil'in anahtarı Recep Tayyip Erdoğan da apoyla konuşuyorlar. Ben bunu bilmiyor muyum? Mayıs ayında AK Parti milletvekili adayı ensarioğlu o söylüyor zaten ama suçlanan kim biziz ya akıl tutulması var. Gerçekten bir akıl tutulması var, yapmadık bu şey bana soruyorlar efendim, siz neden PK demiyorsunuz ya arkadaşlar biz devleti kuran bir partiyiz, mecbur olmadıkça kullanmayız girin. Milli Savunma Bakanlığı internet sitesine, Genelkurmay Başkanlığı internet sitesine PK yi kullanmaz ne der bölücü terör örgütü bizde bölücü terör örgütü diyor, yani devletin ağzından konuşuyoruz, siz terör örgütünün adını dillendirdiği."
1652.89,1687.59,"Bize onun reklamını yapıyorsunuz ya ben bir terör örgütünün reklamını yapmak zorunda mıyım? Allah aşkına, yok böyle bir şey. Dolayısıyla terör terördür. Kim yaparsa yapsın, kim eline silah alıp da gidip de sağda solda basim insanları, askerlerimizi, güvenlik güçlerimizi şehit edenlere karşı bizim duruşumuzla bir farklılık olabilir mi? Allah aşkına ya olur mu böyle bir şey asla olmaz efendim niye bunu söylemiyorsunuz ya bi video var onu seyredebilir miyiz? Terörle ilgili benim geçmiş zamanlarda söylediğim niye bunu kullanmıyorsun diye, şimdi biz seyredelim Allah aşkına ya arkadaşlarıma sesleniyorum, hazırsa bide lütfen bir seyredin Allah aşkına yani sanki biz hiç konuşmamış"
1687.59,1717.87,"Hiç bunu dillendirme demişiz. Şimdi neden dinlendiriyoruz? Yok öyle bir şey yani. Evet arkadaşlar hazırsa videoyu verilmeyen lütfen 50 sefer söyledim. Bir daha söyleyeyim, 100 sefer söyledim, bir daha söyleyeyim, meydanlarda söyledim, televizyonlarda söyledim, gazetelerde söyledim, her yerde söyledim, bunlar terör örgütüdür. PKKPYD nin YPG nin el nusra'nın ışığıdır. Sen ışığı da kol kanat gezerken ışığı da silah göndermedi ya seni uyardım sen hâlâ El Nusra terör örgütü müdür değil midir, söyleyemiyorsun, ben merak ediyorum."
1717.87,1749.37,"Fetö fetö yahu düne kadar fetö ile siz kol kola gezmiyor muydunuz? Birlikte değil miydiniz? Soruyorlardı. Ne istedinizde vermedik onlar ne istediler, sen neleri verdin arkadaş? Bir çık açıkta daha henüz açıklamış değil. Kim terör örgütlerinin yanında durursa kim onlarla beraber olursa, kim onların ayağına, hakimi, savcıyı gönderirse Allah belasını versin, her türlü terörün Allah 1.000 belasını versin, kim terör örgütlerine destek veriyorsa Allah belasını ver, özgür çadır mahkemelerini kurduysa."
1749.37,1781.04,"Bu davet ettiyse PK dan miting yaptıysa Allah belasını versin. Fethullah gülen'e oturup konuşmadı, beraber fotoğraf çektirmedin, aynı menzile gidiyoruz diye demeç vermedim. Ey Fethullah Gülen ne olursun amerika'dan gel elini, ayağını öpeyim diye demeçler vermedim. Fethullah gülen'e gidip aman ne olursun beni buraya müsteşar atayın diye yalvarma adım emniyeti Fethullah gülen'e ben teslim etmedim, onları teslim ettiler. Anayasa referandumunda Fethullah gülen'le işbirliği yapan ben miydim, onlar mıydı? Ben karşıydım, onlar savunuyorlardı."
1781.04,1816.4,"Oraya milletvekillerini gönderip helete köpüren ben miydim, onlar mıydı? Milli Savunma Bakanlığı internet sitesine mesela PK demez, bölücü terör örgütü der, bizde öyle deriz. Biz bölücü terör örgütü dediğimiz zaman vay efendim siz neden PK demiyorsunuz? Yav arkadaş ben terör örgütünün reklamını yapmak zorunda mıyım? Meşru bir organ gayrimeşru bir organla masaya oturur mu? Terörle teröristle oturacaksın, masaya sonra kalkacaksın.ch p yi suçlayacak mısın? Aklın alacağı şey değil, bir de onların elde etti, bir de onlara bakalım iktidar sahipleri nededi, bir de onları izleyelim bakın Erdoğan bu sıla hasreti artık."
1816.4,1847.91,Melis sözleriyle amerika'daki Fethullah gülen'e dön çağrısı yaptı. Biz gurbette olup şu vatan topraklarının hasreti içerisinde olanları aramızda görmek istiyoruz. Öyleyse bitsin bu hasret diyelim gurbet aynı zamanda gariplik tir zaten oradan anlamını yükleniyor. Onun içinde his garip ipliğe tahammül edemeyiz. Diyoruz ki bu sıla hasreti artık bitmelidir.
1847.91,1854.45,"Hizbullah size göre bir terör örgütü Hizbullah, bana göre bir terör örgütü değildir."
1854.45,1867.3,Türkiye Cumhuriyeti devletine bir Türkiye Cumhuriyeti devletindeki kayıtlarda evet.
1867.3,1888.07,Gerçekten çok.
1888.07,1890.1,Gel gel.
1890.1,1893.78,Insansız bak böyle şansın.
1893.78,1910.61,"Ya lan ******** de yok, şerefli o mutsuzlar. Devlet sürekli hocalarla görüşüyor. Cümlenin başında Öcalan demirtaş'ın açıklamalarından rahatsız demiştiniz. Devletinde böyle bir bilgi mi var? Ne var ki söylüyorum."
1910.61,1941,"Peki diğer soruma da zaten cevap bekliyorum. Zaten içlerinde apo'nun heykelini dikeceğiz. Atatürk'ün itleri diyen insanları destekleyeceğimizi zaten düşünmüyoruz. Biz genel olarak zaten onlar terördür. Yani yargıya, hukuka gerek yoktur. Bizim askerimizi vuran kimse ve bunu destekleyen kimse bunlar zaten terördür. Diğer soruma da cevap bekliyorum, çok teşekkür ediyorum. Chp mitinglerinde şanlı türk bayrağımızın yanında Selahattin Demirtaş, apo ve PKK bayraklarının dalgalanması hakkında ne düşünüyorsunuz demiştik. Öyle bir dalgaların olmaz."
1941,1975.52,"Öyle bir dalganın orada ilave yapacaktım. Tam olarak cevap alamadım. Sayın kılıçdaroğlu'ndan Trabzon meydanında Selahattin demirtaş'ı serbest kalmasını istiyorsanız bana katılın diyebilir misiniz? Diye bir soru sormuştum. 10'a çıkart bir cevap alamadık ama Trabzon meydanında da türkiye'nin bütün alanlarında da Selahattin demirtaş'a diğer mahkumlarla ilgili yargı kararlarının uygulanması gerektiğini söylerim. Hiç meraklanmayın, yargı kararları yargı kararlarına uygulanmasını hanımefendi. Buyurun lütfen Kemal Kılıçdaroğlu hoş geldiniz ben Berna özgül ankara'da sesimi duyuramadım. Istanbul'a sesimi babala TV."
1975.52,2010.76,"Oğuzdan uğur sayesinde duyurmaya geldim. Umudumu Yaşar ettiğiniz için ilk önce çok teşekkür ederim size sorumun acı bir hikayesi var. Abim Samet özgül 28 yaşındaydı. Hayalleri umutları vardı. Bu ülkenin aydın gençlerinden biriydi. 5 Kasım 2022 günü akşam işe giderken trafikte 3 trafik magandası tarafından durmaya zorlandı. Bu 3 kişi abimi sıkıştırdı, 2 kişi onu oyalarken 19 yaşındaki bir genç abimi boğazından bıçaklayarak öldürdü. Onu orada bırakıp hiçbir şey olmamış gibi yollarına devam ettiler bu."
2010.76,2046,"3 kişiden bir kişi tutuklu, diğer 2 kişi ise onca sabıkası olmasına rağmen adli kontrol şartıyla serbest bırakıldı. Bu insanlar cavid sebebiyle serbest bırakılan ve bu şekilde suç işlemeye devam eden kişiler 6 ay oldu ama henüz hiçbir dava görülmedi. Abimin tek suçu kırmızı ışıkta geçtikleri için onları uyarmaktır. Maalesef ki bu ülkede adalet herkese aynı oranda işlenmiyor. Bizim gibi sade vatandaşa adalet sağlanması için twitter'da tt olması gerekiyor. Hakaret davası olunca insanlar bir gün."
2046,2070.08,"Ve içeri alınıp hapis cezasına çarptırılırken, bir insanın ölümüne sebep olanlar, yardım edenler dışarıda en kolunu sallayarak geziyorlar. Siz başa geldiğinizde yasada ne gibi değişiklikler yapmayı planlıyorsunuz? Caydırıcı cezalar ağır yaptırımlar gelecek mi? Bizim gibi gözü yaşlı aileler için adalet gelecek mi? Teşekkür ederim."
2070.08,2103.55,"Yine beyefendi cevap vermeden önce ekip arkadaşlarım senin numaranı alsınlar. Biz de bunun üzerine gidelim olur mu? Sosyal medya teşekkür ederim, rica ederim ne demek ankara'da dosyanızla ilgili yenebiliriz. Bize de telefon ulaşırsa ekip arkadaşlarımız nerede görevlendirebilir arkadaşlar ilgilenebilir ler ve size her türlü bilgiyi aktarabilirler. Öyle güzel bir ekibimiz var. Avukatlardan oluşan bir ekibimiz var tabii bu olayın ölümle sonuçlanması büyük bir acı büyük bir acı yaşadığınızı hepimize kabul ediyoruz zaten. Allah kimseye böyle acılar vermesin, önemli olan şu, tabii bir uyarıya karşı haklı bir uyarıya karşı şiddetin uygu."
2103.55,2138.8,"Kalması asla kabul edilemez. Bu tür olaylara karşı hepimizin duyarlı olması gerekir. Ben üzerime düşen ne varsa onu yapmaya hazırım. Dosya numaranızı verirseniz ilgileniriz. Başınıza teşekkür ederim. Sağ olun. Bizim avukatlarımız da burada. Bu arada onlar da program çıkışında ilgilensinler. Tanık olduğum bir olayı anlatayım. Oğlum henüz daha küçüktü, onu cumartesi günü sandviçi yemeğe götürüyordum, beraber o çünkü beklerdi. Cumartesi babam gelecekte bizi beraber bir yere gideceğiz diye izmir caddesi var. Ankara'da üst tarafı eski Saraçoğlu mahallesine bakan tarafında oradan da bir araç geliyor fakat o aracın önünü kestiler, kurallara aykırı olarak çıkmak isteyen bir."
2138.8,2175.29,"Kaç izin vermedi 10'a çıkart arabadan 3 kişi indi. Birisinin elinde demir levhaya öbür arabada bir beyefendi oturuyor, bir insan oturuyor, yanında da küçük oğlu var ve o insanlar her türlü tehdidi ve hakareti yaptılar ve hepimiz tanık olduk. Bu olaya oradaki üzüldüğüm olay şu, bir çocuk için baba ulaşılması zor ve onun için en güçlü kişi babanın orada düştüğü pozisyonu hayatım boyunca hiç unutmuyorum olmamalı. Böyle şeyler insani değerlerimizde büyük ölçüde bir kayıp var. Maalesef üzülerek ifade edeyim, ahlaki değerlerimize büyük bir törpüleme var. Bunların bir şekliyle giderilmesi lazım. Ben buraya adıyaman'dan geldim."
2175.29,2209.33,"Benimkisi soru yerine daha çok sorunun çözümü üzerine olucak arkadaşların belli bir dilekleri var. Bunları iletmem gerekiyor ki buralara hangi şartlarda geldiğini en çok onlar ve Allah dışında kimse bilmiyordu. Biliyorsunuz ki deprem 11 ile etkiledi. Yıkımın en çok şiddetlendiği 4 ilimiz var. Adıyama, Maraş, Hatay ve Malatya burada yaşayan insanların çoğu yaklaşık yarım milyonu göç etmek durumunda. Kaldı ki can kayıpları ve mal kayıplarını saymıyorum bile. Bizler orada çalışan özel sektör öğretmenleri dedik. Orada bizim çok canımız gitti, çok malımız gitti ki malın değeri yok, canın yanında da bizler yaklaşık 7.232 kişiyiz Milli Eğitim."
2209.33,2244.57,"Sayfasında da kayıtlı sigorta girişli sayın başkan'a bununla ilgili bir sorum olacak ve sizler aracılığınızla bizim bu sesimizin duyurulmasını istiyoruz. 7.000 arkadaşımız son ücretlerini ceplerindeki son liraları bir iban da toplayarak bugün uçak biletlerimi alıp beni buraya gönderdi. Malum bölgede böyle bir programlar yok. Maalesef sesimizi çok durduramıyoruz. Ancak buraya geliş sebebim. Biliyorsunuz deprem kuşağında yaşıyoruz. Bugün orada olanlar yarın başka bir yerde de ki Allah yaşatmasın, bölgedeki insanlarımızdan özellikle özel sektörde kurs+ okulda yaşayan bütün geçimini onlarla sağlayan kişilerin isteği şudur, diyorlar ki bizler madem asrın felaketi."
2244.57,2276.14,"Yaşadık, öğrencilerimizi, malımızı kaybettik. Devletimizin veya devletin başına geçecek kişilerinizin kesinlikle ve kesinlikle bize bir pozitif ayrımcılığı olması gerekiyor. Çünkü bu durumda biz kimseyle eşit durumda değiliz. Bölgede hâlâ artçılar devam ediyor. Sayımız 7.500 KPS desek çalışamıyoruz zaten psikolojimiz altüst. Bu durumda genel başkan ne düşünüyor, sesimiz nasıl daha duyurulur bunun peşindeyiz. Çünkü bazı parti başkanları olsun veya genel başkanlar olsun bunlara sesimizi ulaştırmak o bölgede çok zor ki ulaşım da çok zor, herkesten özür diliyorum, teşekkür ediyorum."
2276.14,2311.36,"Öncelikle şunu belirteyim, sizin yaşadığınız acıları 85.000.000, hepimiz yaşadık. Hiçbir ayrım olmaksızın hemen depremin ikinci günü Adıyaman ada kahramanmaraş'a da gaziantep'e, şanlıurfa'ya da Osmaniye, Adana, Hatay buraların hepsini gezdim. Bütün acıları gördüm. Bütün sıkıntıları gördüm. Daha sonraki bir başka gezide sorunun nasıl çözüleceğine ilişkin olarak tek tek iş dünyasını gezdim. Sivil toplum örgütlerini gezdim. Önce sorunları saptayıp nasıl çözüleceği konusunda düşüncelerimi de aktardım. Özel sektörde çalışan özel okullarda çalışan öğretmensiz 7.232 kişi."
2311.36,2346.6,Irak isim verdiğiniz normalde bunların süratli bir şekilde kamuya alınması lazım. Kamu öğretmeni olarak atanmaları gerekiyor. Açık var mı? Zaten eğitimde açık da var. Yani bunu kabul etmek gerekiyor. Efendim özür dilerim. Biz zaten illerimizi terk etmedik. Kendi bölgemizde istihdam edilmek çok zor değil ki. Bölgemizde yoğun bir insan göçü var. Oraya atanan öğretmenlerin çoğu da zaten deprem bölgesinde durmak istemiyorlardı. Bunu söylemeseler bile biz bunu anlıyoruz zaten pozitif ayrımcılığı 3 ayrı pozisyonda düşünmek gerekiyor. Deprem bölgesiyle birincisi kısa vadede sizler gibi kamu görevlilerinin özelde çalışan eğer kamuda varsa aynı pozisyon ora.
2346.6,2381.84,"Alınmaları öğretmen bunlardan birisi alınabilir, okullarda görevlendirilebilir. Orada ikincisi her aileden bir kişinin kamuya alınması ve istihdam edilmesi. Böylece orada piyasanın canlanması gerekiyor. Orada kalıbı da güçlü hale getirecektir. O bölgede kalıyorsa çalışıyorsa orada aileden birisini alacaksınız. Kamuda görev yapacak bir üçüncü aşaması ise bu bölgenin tümüyle ayağa kaldırılması lazım. Çünkü bölgeden entelektüel yapının da çekildiğini biliyoruz. Doktorun, avukatın, mimarın, mühendisin bölgeden çekildiğini, üst gelir gruplarında bölgeden çekildiğini görüyoruz. Diğer bölgelere gittiğini biliyoruz. Ben mesela onlarla bir toplantı yaptığında şu soruyu sor."
2381.84,2417.08,"Buraya kamu bürokratları gelip ticaret odasına, sanayi odasına, esnaf odasına sizin sorunlarınız nedir ve sizin çözümleriniz nedir diye sordular mı? Hayır, hiç sormamış var ama biz gittik. Sorunları saptadık. O bölgeyle ilgili özel bir yasanın çıkmasıyla tüm deprem bölgesiyle ilgili 1.000.000 konut daire yapılması lazım. 1.000.000 1.000.000 konut ne demektir? Bir kapıdan 1.000.000 kapı demektir. 5 kapıdan 5.000.000 kapıda demektir. Penceresi, musluğu hepsine baktığınız zaman bir sefer oraya eğer yatırım yapılacaksa bu inşaatla ilgili kullanılan bütün malzemelerin o bölgede üretilmesi lazım. Fabrikaların orada kurulması lazım ve onlara bazı vergi avantajlarını."
2417.08,2451.05,"Sağlanması lazım. Böylece lojistikten olağanüstü bir avantaj sağlayacaksınız. Maliyetleri bir hayli düşüneceksiniz, bunu yapmak mümkün. Ayrıca bu inşaatlar bittikten sonra da orta doğu'ya ve afrika'ya bu bölge önemli bir ihracat merkezi olarak çıkmış olacak. Bunun da yasal altyapısını hazırladık. Kanun teklifini hazırladık ve verdik bir üçüncüsü benim sözüm var. Allah nasip ederse Cumhurbaşkanı olursam dairesi yıkılan dükkanı, yıkılan herkesin kaçak olmamak kaydıyla altını özenle çiziyor. Kaçak olmama kaydıyla ruhsatlı bir yer almışsa, konutlarını evlerini yapacağız, anahtarını teslim edeceğiz. Ondan sonra helallik isteyeceğiz."
2451.05,2486.29,"Eleştiriyorlar, vay efendim, bedava nasıl verebilirsin? Hepiniz bu ülkeyi biliyorsunuz 23 ayrı belge düzenleniyor. Yani adıyaman'dan birisi maraş'tan birisi veya istanbul'dan birisi veya ankara'dan birisi bir daire almak istediği zaman 23 ayrı belge düzenleniyor. Altında o 23 belgede 43 teknik elemanın imzası var, bu bina sağlamdır, demir sağlamdır, beton kontrolü yaptık, sağlamdır, bina zemini sağlamdır. Bütün bunların hepsi yapılmış ve hepsinin altına imza atılmış daireyi veya iş yerini alan ise tek tapuya gidiyor ve bir imza atıyor. Ben bu daireyi alıyorum, 23 belgedeki 43 imzaya sorumlusu."
2486.29,2521.53,"Devir atılmışsa çimento doğru değilse sorumlusu vatandaş değil ki. Şu anayasa der ki, idarenin kusurundan kaynaklanan bütün zararları idare ödemek zorundadır. 23 ayrı belgeyi düzenleyen kim? Kamu 23 ayrı belge bana güvence vermiş, bu bina sağlamdır, gidip alabilirsin diyor. Vatandaş olarak ben de gidip o daireyi alıyorum. Dükkanı alıyorum. Benim bir kabahatim kusurum yok o zaman ben binayı yapacağım, barolara da söyledim, dava açın diye davalar açacaklar. Eğer yapmazlarsa yapacağız binayı teslim edeceğiz, senin evin yıkıldı doğrudur, can kaybı doldu doğrudur beni affet gel helalleşelim o zaman olur."
2521.53,2551.09,"Ancak yoksa olmaz bana söylüyorlar efendim. Bunun hangi parayla yapacaksın bunu da aklım almıyor. Ya Türkiye zengin ülke zaten Erdoğan ne diyor? Binayı yapacağım, teslim edeceğim. 2 sene para istemeyeceğim. Sonra 20 yıl taksitle alacağım. Ben de diyorum ki zaten binayı yapacak para var, binayı yapacağım teslim edeceğim ne 20 yıl para ya bi de adamdan para mı isteyeceğiz? Sahte belge düzenledik adama çürük binayı sattık, adamın çoluk çocuğu öldü, sana binayı yapacağım bi de senden para alacağım ya akıl tutulması var burada bunu kaldıracağız."
2551.09,2570.82,"Bunu kaldıracağız, kaldıracağız. Çok teşekkür ediyorum. Dinlediğiniz için herkesten helallik istiyorum. Allah razı olsun demek teşekkür ederiz. Hemen bir ara verelim. Ondan sonra 15 dakika sonra buradayız. Sağ ol köfte ekmeğe devam ediyoruz hadi bakalım."
2570.82,2603.84,"Teşekkür ederim, bir ara verelim dinlenelim dedim. Twitter'da savaşa girdim. Ha çok zor bir yer gerçekten bakın arkadaşlar bu bir parti meselesi değil. Bunu canı gönülden söylüyorum. Genelde twitter'da ve sokakta veyahut arkadaş ortamında dönen sohbetlerde hep şu vardır değil mi partililer böyle yaptı, CHP li ler böyle yaptı. Bunlar zaten iyi partililer falan filan gibi başlıklar koyulur. Ya insanların üzerine burada çok fazla AK Partili arkadaşım o kadar saygılı davrandılar ki o kadar saygılı sordular ki, yeni refah partisi ne kadar saygılıydı?"
2603.84,2610.02,Siyasete nezaket getirmek için bravo.
2610.02,2638.59,"Yeni refah partili kardeşim nezaketle siyasetini yaptı. Sorusunu sordu. Bakın efendim bu siyasiler gidecekler bir gün ve biz kalacağız burada. Ben de hadi gittim, siz kalacaksınız. Burada gencecik insanlarsınız. Bazı insanların koydukları başlıklar yüzünden o başlıkların altında ezilmez siniz, edilmeniz gerekir. Ben tekrar burada bulunan bütün AK Partili arkadaşlarıma teşekkür ediyorum. Hangi partiye gönül verirseniz verin kalktı beyefendi dedi ki iddialarla ilgili sorusu vardı, hiç saygısını açtı mı, açmadı hanımefendi AK Partili kalktı sorusunu sordu, saygı sınırını açtı mı, açmadı."
2638.59,2672.18,"Kalktınız, mikrofon aldınız, hakaret ettiniz mi etmediniz. Buradaki bütün yeni refah partili, AK Partili Milliyetçi Hareket partili küskün.ch p li memleket partili arkadaşlarıma da biraz sonra mikrofon gidecek. Teşekkür ederim onlara hepinize teşekkür ederim. Çünkü bugün siz milyonlara bir ders verdiniz. Konu zaten budur. Biz zaten buyuz biz Twitter değiliz. Biz o haberlerde bize gösterilen başlıklar değiliz abi. Biz Türkiye Cumhuriyeti vatandaşlarıyız ve hepimiz kardeşiz. Deprem zamanında da söyledim, göçük altında biri kaldığında 10'a çıkart yardıma giden adam bir saniye sen hangi partidense diye sordu mu? Sonrasında o depremzedelere küfür edenler oldu ya o aşağılık insanımsı var."
2672.18,2684.29,"Evvel de orada ya bize çadır lazım diyenlere de başka taraflar küfür etmişti. Kıyaslamasını yapacağım. Karşılaştırma yapmayacağım ama biz o tarafta değiliz. Bu tarafta değiliz. Biz bu memleketin insanlarıyız. Bu partiler gider, biz kalırız."
2684.29,2694.91,Size benim bu programı yapma amacıma hizmet ettiğiniz için ki bu programda sizlere hizmet etmek için var. Buna katkı sağladığınız için şükranlarımı sunuyorum.
2694.91,2702.8,"Şimdi müsaadenizle isterseniz hemen konumu davet edeyim ve program kaldığı yerden devam etsin, sağ olunuz."
2702.8,2705.55,Teşekkürler.
2705.55,2712.5,"Buyurun merhaba sağ olun. Sonra pound bu sol tarafa çok az baktık. Bir izin verirseniz buradan bir soru alalım, sonra oraya dönelim."
2712.5,2714.1,Efendim.
2714.1,2722.31,"Tamam, o zaman müsaade edin beyefendi sorun olabilir özür dilerim."
2722.31,2727.22,"Peki verdiniz mi arkadaşlarımıza? Tamam, şu sorudan sonra izleyelim mi?"
2727.22,2762.1,"Tamam izleteceğim. Sorudan sonra izleyeceğim. Tamam, unuttum, kusura bakmayın, çorba olduk. Birazcık uyumuyoruz. Memleket partili arkadaşımız sorusunu bi sabahtan beri soramadı. Sırada bekleyen varsa oturabilirim bir arkadaş aynen videodan bahsediyordu ama video hazırlanıyor. Şu anda mesaj geldi sen lütfen soru sor tamam sonraki o zaman gelecek merak etmeyiniz memleket partililer olarak salonda epey azınlıkta mıyız? Bu yüzden alacağım vakitten dolayı hepinizden özür diliyorum yani fazladan birkaç dakikanızı alabilirim. Diğer sorulardan şu an başlarsam benim teşekkür ederim, soruma başlamadan önce herkesin müsaadesiyle benim de askerlik görevimi yerine getirdiğim 2.020 bire üçüncü tertip döneminde Şırnak"
2762.1,2774.56,"Cizre ilçesinde PKK terör örgütü tarafından şehit edilen piyade er Tarık tarcan ı ve tüm şehitlerimizi rahmetle, minnetle ve saygıyla anmak istiyorum."
2774.56,2791.36,Zaferleri ve geçmişi insanlık tarihi ile başlayan kahraman türk ordusu ve şanlı türk milleti dün olduğu gibi bugün ve yarın da terörün her türlüsüne her türlü uzantısına ne kandil'de acılarına ne de domuz bağcılara geçit vermeyecektir.
2791.36,2822.41,"Bunları kısaca ifade etmek istedim. Teşekkür ederim. Çok iyi gidiyorsun, devam et bölme ama ses birazcık daha lütfen. Sakin, sayın Kemal Kılıçdaroğlu, Cumhurbaşkanı yardımcısı olacak dediğiniz bir belediye başkanınızın oy bölücü olarak yaftalar dığı ve ötekileştirmeyi bir seçmen olarak karşınızdayım. Bu soruları size bu yafta altında sormak zorundayım. Tek başlarına mecliste temsil yetkisi bile alamayacak olan birkaç partinin genel başkanına oldukça antidemokratik şekilde yönetimde eşit söz hakkı vereceğimizi taahhüt ettiniz."
2822.41,2834.72,Bir hesap uzmanı olarak benden daha iyi bilirsiniz% bire karşılık mecliste ve Cumhurbaşkanı yardımcılığı makamında bu kadar koltuk verilir mi? Sizce bu hesapta bir hata yok mu?
2834.72,2865.69,"Dilersen cevap alalım. Sonra diğer soru sor ilave edebilirim tabii elbette altılı basanı hangi gerekçeyle kurulduğunu söyledi. Memleket partisinin sayın Genel Başkanı, eski dostum arkadaşım, 10'a çıkart da bazı teklifler yaptım ama bunlar kabul edilmedi. Ayrıntıları benim açıklama hakkım yok. Dediğim gibi onu da özel olarak görüyorum ama sayın genel başkanla görürseniz size hangi olanakları sağladığını size anlatsın veya özel yan yana geldiğimizde ben size anlatayım, teşekkür ederim, kendisi de size masaya gelmek için son günlerde ilk turun, son günlerinde bir teklifte bulunmuştu."
2865.69,2897.84,"Fakat sizden de bir yanıt geldiğini ben hatırlamıyorum. Seçim süreci demişken, hem program esnasında hem de bütün seçim süreci boyunca adaletten, eşitlikten, haktan, hukuktan dem vurdunuz. Ama seçim süreci boyunca sayın Muharrem ince ve seçim yaklaştıkça sayın Sinan Oğan üzerinde oynanmaya çalışılan oyunlara sahte belgelere, iftiralara gerçekler ortaya çıkana kadar sessiz kaldınız, ilk turda takım olmadığınız milliyetçi tavrı şimdi ikinci turda çok kritik bir dönemeçte olduğunuz için biz %5 buçukluk seçmene yaklaşmak zorunda olduğunuzdan dolayı takıldığınız gün gibi ortadayken biz size neden oy vermeliyiz?"
2897.84,2926.36,"Teşekkür ederiz. Bu kadar galiba çok teşekkür ediyorum. Fazladan vaktinizi aldım, kullanmadım. Genel başkanına yönelik olarak yapılan kumpası ilk eleştiren kişilerden birisi benim bunu bilmiyorsanız bilemem ama ilk eleştiren kişilerden birisi benim hiçbir zaman sessiz kalmadım. Sessiz kalmaya niyetim de yok. Zaten kim olursa olsun böyle bir haksızlıkla karşı karşıya kaldığında benim görevim o haksızlığın üzerine yürümektir. Teşekkür ederim. Bu arada köfteler için ayrıca teşekkür ederim. Bir de özür dilemem gerekiyor. Köfte mi?"
2926.36,2929.44,"Ben twitter'da savaş veriyordum, bana gelmedi ya?"
